PetId,Species,Breed,Premium,Deductible,Age,AmtClaimsYr1,AmtClaimsYr2,AvgClaimsYr1,AvgClaimsYr2,NumClaimsYr1,NumClaimsYr2,AmtClaimsTotal,AvgClaimsTotal,NumClaimsTotal,YrsWithClaims
29829,Dog,Poodle Toy,44.34,250,0,41.2,190.07,41.2,190.07,1,1,231.27,231.27,2,2
29830,Dog,Mixed Breed Small,55.68,250,0,0,0,0,0,0,0,0,0,0,0
29831,Dog,Labrador Retriever,109,350,0,557.15,405.28,185.7166667,202.64,3,2,962.43,388.3566667,5,2
29832,Dog,Mixed Breed Large,82.02,200,0,0,711.94,0,177.985,0,4,711.94,177.985,4,1
29833,Dog,Cockapoo,36.99,200,0,806.19,0,403.095,0,2,0,806.19,403.095,2,1
29834,Dog,Mixed Breed Large,60.48,1000,0,600.21,0,600.21,0,1,0,600.21,600.21,1,1
29835,Dog,Pekingese,85.79,1000,12,3300.67,5729.89,412.58375,272.8519048,8,21,9030.56,685.4356548,29,2
29836,Dog,Labradoodle,54.75,200,0,388.7,1616.11,194.35,202.01375,2,8,2004.81,396.36375,10,2
29837,Dog,Mixed Breed Medium,39.52,1000,0,172.54,0,172.54,0,1,0,172.54,172.54,1,1
29838,Dog,Vizsla,66.49,250,0,214.65,0,214.65,0,1,0,214.65,214.65,1,1
29839,Dog,Shih Tzu,65.43,300,1,2570.21,0,514.042,0,5,0,2570.21,514.042,5,1
29840,Dog,Pomeranian,97.99,1000,9,0,0,0,0,0,0,0,0,0,0
29841,Dog,Mixed Breed Small,82.49,250,0,1118.03,0,111.803,0,10,0,1118.03,111.803,10,1
29842,Dog,Labrador Retriever,75.31,500,5,0,0,0,0,0,0,0,0,0,0
29843,Dog,Shih Tzu,42.66,1000,9,0,629.76,0,314.88,0,2,629.76,314.88,2,1
29844,Dog,Irish Wolfhound,68.41,1000,0,7921.4,12068.23,1320.233333,502.8429167,6,24,19989.63,1823.07625,30,2
29845,Dog,Yorkshire Terrier,50.21,200,0,0,365,0,365,0,1,365,365,1,1
29846,Cat,Siberian,54.43,150,0,660,0,660,0,1,0,660,660,1,1
29847,Cat,Siamese,22.66,1000,0,912.76,1458.45,456.38,243.075,2,6,2371.21,699.455,8,2
29848,Dog,Shih Tzu,35.24,500,0,0,179.24,0,179.24,0,1,179.24,179.24,1,1
29849,Cat,Domestic Shorthair,33.41,500,0,0,185.86,0,185.86,0,1,185.86,185.86,1,1
29850,Dog,Pyrenean Mountain Dog Great Pyrenees ,46.55,1000,0,0,0,0,0,0,0,0,0,0,0
29851,Dog,French Bulldog,78.5,1000,0,0,0,0,0,0,0,0,0,0,0
29852,Dog,Coton de Tulear,62.2,250,0,1036.49,0,86.37416667,0,12,0,1036.49,86.37416667,12,1
29853,Dog,Bichon Frise,76.72,250,0,0,0,0,0,0,0,0,0,0,0
29854,Dog,Goldendoodle,49.19,500,0,765.84,4082.64,382.92,4082.64,2,1,4848.48,4465.56,3,2
29855,Dog,French Bulldog,105.47,820,0,0,0,0,0,0,0,0,0,0,0
29856,Cat,Domestic Shorthair,28.5,1000,0,0,2510.35,0,2510.35,0,1,2510.35,2510.35,1,1
29857,Dog,Border Collie,78.12,750,7,0,0,0,0,0,0,0,0,0,0
29858,Dog,Tibetan Terrier,51.13,200,0,0,0,0,0,0,0,0,0,0,0
29859,Dog,Labradoodle,24.56,500,0,0,0,0,0,0,0,0,0,0,0
29860,Dog,Mixed Breed Unknown,106.31,200,6,0,0,0,0,0,0,0,0,0,0
29861,Dog,Mixed Breed Large,210.5,0,0,1133.18,9789.09,103.0163636,2447.2725,11,4,10922.27,2550.288864,15,2
29862,Dog,Pug,55,1000,0,147.88,0,147.88,0,1,0,147.88,147.88,1,1
29863,Dog,Mixed Breed Small,80.4,500,7,0,0,0,0,0,0,0,0,0,0
29864,Dog,Yorkshire Terrier,34.7,200,0,2545.24,0,1272.62,0,2,0,2545.24,1272.62,2,1
29865,Dog,Bernese Mountain Dog,134.45,200,0,0,3522.26,0,1761.13,0,2,3522.26,1761.13,2,1
29866,Dog,Siberian Husky,44.73,700,0,0,0,0,0,0,0,0,0,0,0
29867,Dog,French Bulldog,152.15,150,0,62.25,3490.13,62.25,1163.376667,1,3,3552.38,1225.626667,4,2
29868,Dog,Mixed Breed Medium,80.34,200,0,0,0,0,0,0,0,0,0,0,0
29869,Dog,Havanese,110.67,200,8,0,0,0,0,0,0,0,0,0,0
29870,Dog,Mixed Breed Small,44.51,200,0,0,1024.53,0,113.8366667,0,9,1024.53,113.8366667,9,1
29871,Cat,Domestic Shorthair,70.35,100,4,0,331.5,0,331.5,0,1,331.5,331.5,1,1
29872,Dog,Miniature Smooth Haired Dachshund,82.32,400,0,0,0,0,0,0,0,0,0,0,0
29873,Dog,Golden Retriever,41.91,1000,0,0,0,0,0,0,0,0,0,0,0
29874,Dog,Shetland Sheepdog,41.88,400,0,0,900.93,0,150.155,0,6,900.93,150.155,6,1
29875,Dog,Chihuahua,64.19,200,1,0,0,0,0,0,0,0,0,0,0
29876,Dog,Goldendoodle,30.94,700,1,0,0,0,0,0,0,0,0,0,0
29877,Dog,Boxer,102.99,500,3,615.49,9602.04,153.8725,960.204,4,10,10217.53,1114.0765,14,2
29878,Dog,Golden Retriever,59.46,700,3,0,0,0,0,0,0,0,0,0,0
29879,Dog,German Shepherd,55.68,500,0,510,0,510,0,1,0,510,510,1,1
29880,Dog,Miniature Smooth Haired Dachshund,23.29,1000,0,0,0,0,0,0,0,0,0,0,0
29881,Dog,Mixed Breed Large,24.83,1000,0,146.85,1335,146.85,267,1,5,1481.85,413.85,6,2
29882,Dog,Goldendoodle,71,600,0,2788.85,877.75,214.5269231,219.4375,13,4,3666.6,433.9644231,17,2
29883,Dog,Cockapoo,29.2,1000,4,0,0,0,0,0,0,0,0,0,0
29884,Cat,Domestic Mediumhair,39.31,500,2,0,0,0,0,0,0,0,0,0,0
29885,Dog,Miniature Australian Shepherd,46.8,500,1,5322.06,0,5322.06,0,1,0,5322.06,5322.06,1,1
29886,Dog,Shiba Inu,58.98,500,1,0,0,0,0,0,0,0,0,0,0
29887,Dog,Mixed Breed Unknown,52.92,700,0,682.75,0,341.375,0,2,0,682.75,341.375,2,1
29888,Dog,Mixed Breed Medium,59.51,250,0,1478,4049.92,134.3636364,809.984,11,5,5527.92,944.3476364,16,2
29889,Dog,Shih Tzu,51.93,250,0,991.6,0,165.2666667,0,6,0,991.6,165.2666667,6,1
29890,Dog,Pembroke Welsh Corgi,70.19,500,0,0,0,0,0,0,0,0,0,0,0
29891,Dog,Cobber Dog,76.13,250,0,0,0,0,0,0,0,0,0,0,0
29892,Dog,English Springer Spaniel,112.3,200,10,0,275.26,0,275.26,0,1,275.26,275.26,1,1
29893,Dog,Saint Bernard,86.62,1000,0,745.87,0,248.6233333,0,3,0,745.87,248.6233333,3,1
29894,Dog,Labrador Retriever,75.94,1000,7,592.49,405.8,296.245,405.8,2,1,998.29,702.045,3,2
29895,Dog,Miniature Australian Shepherd,45.61,1000,5,0,1742.44,0,580.8133333,0,3,1742.44,580.8133333,3,1
29896,Dog,English Bulldog,69.46,700,0,0,0,0,0,0,0,0,0,0,0
29897,Dog,Olde English Bulldog,69.43,1000,1,231.9,0,231.9,0,1,0,231.9,231.9,1,1
29898,Cat,American Shorthair,90.3,1000,11,0,0,0,0,0,0,0,0,0,0
29899,Dog,Labrador Retriever,51.4,615,0,0,0,0,0,0,0,0,0,0,0
29900,Dog,Mixed Breed Small,174.53,50,0,3832.01,2336.46,547.43,467.292,7,5,6168.47,1014.722,12,2
29901,Dog,Labrador Retriever,71.31,1000,0,587.69,476.8,117.538,238.4,5,2,1064.49,355.938,7,2
29902,Dog,Australian Labradoodle,48.11,250,0,504.53,4804.75,504.53,2402.375,1,2,5309.28,2906.905,3,2
29903,Cat,Mixed Breed,23.62,900,5,0,0,0,0,0,0,0,0,0,0
29904,Cat,Siberian,29.36,500,0,0,0,0,0,0,0,0,0,0,0
29905,Cat,Domestic Shorthair,88.16,200,11,1635.66,483.54,1635.66,483.54,1,1,2119.2,2119.2,2,2
29906,Dog,Mixed Breed Giant,169.69,200,6,2264.91,30789.94,283.11375,2565.828333,8,12,33054.85,2848.942083,20,2
29907,Dog,Shih Tzu,40.63,700,8,0,0,0,0,0,0,0,0,0,0
29908,Dog,Mixed Breed Large,105.38,200,2,310.76,279.56,155.38,279.56,2,1,590.32,434.94,3,2
29909,Dog,Havanese,41.92,200,0,0,0,0,0,0,0,0,0,0,0
29910,Cat,American Shorthair,47.17,200,0,0,0,0,0,0,0,0,0,0,0
29911,Dog,French Bulldog,60.28,700,0,0,889.4,0,222.35,0,4,889.4,222.35,4,1
29912,Dog,Mixed Breed Large,67.39,200,0,0,422,0,422,0,1,422,422,1,1
29913,Dog,Siberian Husky,37.64,500,0,477.22,1401.23,159.0733333,700.615,3,2,1878.45,859.6883333,5,2
29914,Dog,Shiba Inu,48.67,350,0,0,0,0,0,0,0,0,0,0,0
29915,Dog,Labradoodle,76.75,500,0,0,0,0,0,0,0,0,0,0,0
29916,Dog,Siberian Husky,68.39,700,3,0,0,0,0,0,0,0,0,0,0
29917,Dog,Tibetan Terrier,80.47,500,6,0,0,0,0,0,0,0,0,0,0
29918,Dog,Australian Labradoodle,34.7,200,0,0,0,0,0,0,0,0,0,0,0
29919,Cat,Mixed Breed,65.13,200,5,0,0,0,0,0,0,0,0,0,0
29920,Dog,Labrador Retriever,99.12,500,7,0,0,0,0,0,0,0,0,0,0
29921,Cat,Persian,81.29,250,5,578.75,656.92,289.375,656.92,2,1,1235.67,946.295,3,2
29922,Dog,Mixed Breed Unknown,69.47,500,7,1371.64,0,685.82,0,2,0,1371.64,685.82,2,1
29923,Dog,Labrador Retriever,63.8,700,0,0,0,0,0,0,0,0,0,0,0
29924,Dog,Golden Retriever,116.1,200,0,0,2697.35,0,179.8233333,0,15,2697.35,179.8233333,15,1
29925,Dog,Vizsla,44.14,700,0,0,292,0,292,0,1,292,292,1,1
29926,Cat,American Shorthair,86.92,1000,12,600.84,0,300.42,0,2,0,600.84,300.42,2,1
29927,Dog,Poodle Miniature,53.89,1000,1,2471.11,141.37,411.8516667,141.37,6,1,2612.48,553.2216667,7,2
29928,Cat,Russian Blue,59.09,0,3,1589.32,186.23,794.66,93.115,2,2,1775.55,887.775,4,2
29929,Dog,Pug,53.33,200,0,0,633.95,0,633.95,0,1,633.95,633.95,1,1
29930,Dog,French Bulldog,123.23,1000,3,0,9149.18,0,4574.59,0,2,9149.18,4574.59,2,1
29931,Dog,Mixed Breed Unknown,89.97,285,0,125,0,125,0,1,0,125,125,1,1
29932,Dog,Labrador Retriever,79.94,700,0,97,78.46,97,78.46,1,1,175.46,175.46,2,2
29933,Dog,Mixed Breed Medium,26.38,700,3,0,0,0,0,0,0,0,0,0,0
29934,Dog,Mixed Breed Large,100.2,1000,6,1655.92,267.63,413.98,267.63,4,1,1923.55,681.61,5,2
29935,Dog,Australian Cattle Dog Blue Heeler,89.69,200,0,1350.18,157,270.036,157,5,1,1507.18,427.036,6,2
29936,Dog,Olde English Bulldog,42.49,700,0,985.41,10111.47,985.41,2022.294,1,5,11096.88,3007.704,6,2
29937,Cat,Sphynx,38.84,200,0,7823.37,2849.32,2607.79,712.33,3,4,10672.69,3320.12,7,2
29938,Dog,Mixed Breed Medium,41.52,1000,2,509.96,0,254.98,0,2,0,509.96,254.98,2,1
29939,Cat,Domestic Shorthair,26.63,750,1,509.17,408.24,169.7233333,204.12,3,2,917.41,373.8433333,5,2
29940,Dog,Mixed Breed Medium,108.65,250,3,1090.77,927.86,218.154,231.965,5,4,2018.63,450.119,9,2
29941,Dog,Maltipoo,37.73,500,0,750.19,749.24,150.038,374.62,5,2,1499.43,524.658,7,2
29942,Cat,Mixed Breed,39.15,200,2,0,0,0,0,0,0,0,0,0,0
29943,Dog,Mixed Breed Small,44.68,500,0,0,0,0,0,0,0,0,0,0,0
29944,Cat,Siamese,35.76,500,0,0,0,0,0,0,0,0,0,0,0
29945,Dog,Mixed Breed Medium,26.18,500,0,0,0,0,0,0,0,0,0,0,0
29946,Cat,Domestic Shorthair,43.89,200,0,0,0,0,0,0,0,0,0,0,0
29947,Dog,Mixed Breed Medium,36.91,1000,1,0,0,0,0,0,0,0,0,0,0
29948,Dog,Australian Labradoodle,88.42,250,0,1186.74,725.57,197.79,362.785,6,2,1912.31,560.575,8,2
29949,Dog,Aussalier,110.57,200,0,304.13,0,304.13,0,1,0,304.13,304.13,1,1
29950,Cat,Domestic Shorthair,25.49,500,4,0,0,0,0,0,0,0,0,0,0
29951,Cat,Domestic Mediumhair,80.86,750,9,0,0,0,0,0,0,0,0,0,0
29952,Dog,Pomeranian,45.03,250,0,1955.8,351,325.9666667,351,6,1,2306.8,676.9666667,7,2
29953,Dog,Portuguese Water Dog,91.34,200,0,1342.74,1408.95,191.82,156.55,7,9,2751.69,348.37,16,2
29954,Cat,Ragdoll,38.96,500,0,0,0,0,0,0,0,0,0,0,0
29955,Cat,Domestic Longhair,17.08,1000,1,2844.72,0,948.24,0,3,0,2844.72,948.24,3,1
29956,Cat,Mixed Breed,53.44,1000,10,0,0,0,0,0,0,0,0,0,0
29957,Dog,Mixed Breed Medium,44.25,1000,3,0,0,0,0,0,0,0,0,0,0
29958,Dog,Brussels Griffon Brabancon ,70.52,200,0,2235.3,0,203.2090909,0,11,0,2235.3,203.2090909,11,1
29959,Dog,Portuguese Water Dog,60.02,750,4,0,0,0,0,0,0,0,0,0,0
29960,Dog,Goldendoodle,49.42,250,0,0,823.91,0,823.91,0,1,823.91,823.91,1,1
29961,Dog,Australian Cattle Dog Blue Heeler,67.07,500,5,0,1530.12,0,510.04,0,3,1530.12,510.04,3,1
29962,Dog,Schnoodle,41.07,750,0,0,0,0,0,0,0,0,0,0,0
29963,Dog,Poodle Toy,41.77,500,0,304.28,0,152.14,0,2,0,304.28,152.14,2,1
29964,Cat,Domestic Shorthair,16.99,1000,0,0,0,0,0,0,0,0,0,0,0
29965,Cat,Mixed Breed,37.71,500,3,0,0,0,0,0,0,0,0,0,0
29966,Dog,Maltese,116.32,200,10,4582.24,0,1527.413333,0,3,0,4582.24,1527.413333,3,1
29967,Dog,Aussiedoodle,24.46,1000,0,0,5255.43,0,5255.43,0,1,5255.43,5255.43,1,1
29968,Dog,Cavalier King Charles Spaniel,123.34,700,3,212.1,0,212.1,0,1,0,212.1,212.1,1,1
29969,Dog,French Bulldog,70.7,300,0,0,1250.98,0,625.49,0,2,1250.98,625.49,2,1
29970,Dog,Labrador Retriever,233.21,0,0,115.04,120.04,115.04,120.04,1,1,235.08,235.08,2,2
29971,Dog,Mixed Breed Small,64.42,200,5,1117.28,222.5,223.456,222.5,5,1,1339.78,445.956,6,2
29972,Cat,Domestic Mediumhair,24.52,1000,0,0,0,0,0,0,0,0,0,0,0
29973,Dog,Pembroke Welsh Corgi,99.13,100,2,0,0,0,0,0,0,0,0,0,0
29974,Dog,Mixed Breed Medium,33.68,750,3,0,141.8,0,141.8,0,1,141.8,141.8,1,1
29975,Dog,Mixed Breed Medium,82.58,200,0,0,0,0,0,0,0,0,0,0,0
29976,Dog,Labradoodle,47.63,250,0,278.12,0,139.06,0,2,0,278.12,139.06,2,1
29977,Cat,Mixed Breed,57.35,750,7,389.32,0,389.32,0,1,0,389.32,389.32,1,1
29978,Dog,Labrador Retriever,67.48,700,0,330.9,0,330.9,0,1,0,330.9,330.9,1,1
29979,Dog,Poodle Standard,52.37,1000,0,0,0,0,0,0,0,0,0,0,0
29980,Dog,German Shorthaired Pointer,50.27,500,0,1851.84,1748.67,185.184,92.03526316,10,19,3600.51,277.2192632,29,2
29981,Dog,Mixed Breed Small,51.5,250,0,0,0,0,0,0,0,0,0,0,0
29982,Dog,Mixed Breed Medium,40.63,500,0,16.2,8090,16.2,735.4545455,1,11,8106.2,751.6545455,12,2
29983,Cat,Mixed Breed,45.05,300,6,0,0,0,0,0,0,0,0,0,0
29984,Dog,Italian Greyhound,31.82,750,0,151.93,0,151.93,0,1,0,151.93,151.93,1,1
29985,Dog,Goldendoodle,45.92,250,0,0,632.58,0,632.58,0,1,632.58,632.58,1,1
29986,Dog,Mixed Breed Large,81.39,500,3,0,0,0,0,0,0,0,0,0,0
29987,Cat,Domestic Longhair,40.02,300,0,0,0,0,0,0,0,0,0,0,0
29988,Dog,Mixed Breed Large,164.33,200,0,1059.3,424.94,353.1,141.6466667,3,3,1484.24,494.7466667,6,2
29989,Dog,Mixed Breed Medium,46.8,1000,3,0,0,0,0,0,0,0,0,0,0
29990,Dog,Cavalier King Charles Spaniel,46.2,500,0,0,204,0,204,0,1,204,204,1,1
29991,Dog,West Highland White Terrier,64.54,200,0,852.04,0,426.02,0,2,0,852.04,426.02,2,1
29992,Dog,Shih Tzu,37.8,200,0,0,222.84,0,111.42,0,2,222.84,111.42,2,1
29993,Cat,Domestic Shorthair,36.83,1000,4,0,0,0,0,0,0,0,0,0,0
29994,Dog,Australian Cattle Dog,57.66,375,2,0,0,0,0,0,0,0,0,0,0
29995,Dog,American Bulldog,155.91,200,0,0,0,0,0,0,0,0,0,0,0
29996,Dog,Terrier,68.14,200,0,0,0,0,0,0,0,0,0,0,0
29997,Dog,West Highland White Terrier,50.9,500,0,0,0,0,0,0,0,0,0,0,0
29998,Dog,German Shorthaired Pointer,87.45,200,0,276.05,198.9,276.05,198.9,1,1,474.95,474.95,2,2
29999,Cat,Domestic Shorthair,35.3,500,0,0,0,0,0,0,0,0,0,0,0
30000,Dog,Mixed Breed Large,155.49,350,7,0,833.37,0,208.3425,0,4,833.37,208.3425,4,1
30001,Dog,Labradoodle,34.59,500,0,411.04,332.93,205.52,332.93,2,1,743.97,538.45,3,2
30002,Dog,Pug,108.52,250,0,4483.31,2823.77,1494.436667,235.3141667,3,12,7307.08,1729.750833,15,2
30003,Dog,Cockapoo,40.28,1000,0,0,0,0,0,0,0,0,0,0,0
30004,Dog,Golden Retriever,46.35,1000,0,566.58,0,188.86,0,3,0,566.58,188.86,3,1
30005,Dog,Labrador Retriever,83.36,700,0,1081.73,0,360.5766667,0,3,0,1081.73,360.5766667,3,1
30006,Dog,Labrador Retriever,54.78,800,0,0,0,0,0,0,0,0,0,0,0
30007,Dog,Miniature Goldendoodle,65.02,200,0,731.54,181,365.77,181,2,1,912.54,546.77,3,2
30008,Dog,Goldendoodle,43.22,700,0,0,0,0,0,0,0,0,0,0,0
30009,Dog,Boxer,52.04,625,0,136.65,274.6,136.65,274.6,1,1,411.25,411.25,2,2
30010,Dog,Mixed Breed Medium,42.35,250,0,654.33,2515.45,130.866,419.2416667,5,6,3169.78,550.1076667,11,2
30011,Dog,Bernedoodle,100.07,200,0,0,314.2,0,314.2,0,1,314.2,314.2,1,1
30012,Cat,Ragdoll,27.34,500,2,1561.2,0,520.4,0,3,0,1561.2,520.4,3,1
30013,Dog,Saint Bernard,48.44,1000,1,0,0,0,0,0,0,0,0,0,0
30014,Dog,Cavalier King Charles Spaniel,35.91,700,0,616.43,748.97,102.7383333,374.485,6,2,1365.4,477.2233333,8,2
30015,Dog,Mixed Breed Medium,30.27,645,0,0,0,0,0,0,0,0,0,0,0
30016,Dog,Mixed Breed Large,53.24,700,0,0,0,0,0,0,0,0,0,0,0
30017,Dog,Cane Corso,60.61,750,0,0,0,0,0,0,0,0,0,0,0
30018,Dog,Havanese,49.64,700,0,0,0,0,0,0,0,0,0,0,0
30019,Dog,Poodle Toy,41.08,200,0,0,911.25,0,227.8125,0,4,911.25,227.8125,4,1
30020,Dog,Yorkshire Terrier,37.07,200,0,0,0,0,0,0,0,0,0,0,0
30021,Dog,Brittany,42.06,500,0,0,1126.42,0,1126.42,0,1,1126.42,1126.42,1,1
30022,Dog,Mixed Breed Large,77.74,200,1,554.9,0,554.9,0,1,0,554.9,554.9,1,1
30023,Dog,German Shepherd,80.26,250,0,0,958.4,0,958.4,0,1,958.4,958.4,1,1
30024,Dog,Boston Terrier,33.7,700,0,0,0,0,0,0,0,0,0,0,0
30025,Dog,Mixed Breed Large,70.27,500,0,0,0,0,0,0,0,0,0,0,0
30026,Dog,Pyrenean Mountain Dog Great Pyrenees ,41.14,700,0,0,0,0,0,0,0,0,0,0,0
30027,Dog,Schnoodle,34.3,700,0,0,0,0,0,0,0,0,0,0,0
30028,Dog,Labrador Retriever,28.58,1000,0,1715.42,3382.01,171.542,225.4673333,10,15,5097.43,397.0093333,25,2
30029,Dog,Mixed Breed Small,110.9,200,0,2596.26,0,1298.13,0,2,0,2596.26,1298.13,2,1
30030,Dog,Mixed Breed Giant,129.49,500,0,173.12,0,173.12,0,1,0,173.12,173.12,1,1
30031,Cat,Domestic Shorthair,51,200,4,0,0,0,0,0,0,0,0,0,0
30032,Dog,Pyrenean Mountain Dog Great Pyrenees ,65.8,250,0,0,0,0,0,0,0,0,0,0,0
30033,Dog,German Shepherd,89.39,250,0,0,0,0,0,0,0,0,0,0,0
30034,Dog,Golden Retriever,46.93,700,0,0,0,0,0,0,0,0,0,0,0
30035,Dog,German Shepherd,57.18,500,0,0,814,0,162.8,0,5,814,162.8,5,1
30036,Dog,Boston Terrier,78.33,50,3,0,0,0,0,0,0,0,0,0,0
30037,Dog,Mixed Breed Small,32.24,800,0,0,0,0,0,0,0,0,0,0,0
30038,Dog,Labrador Retriever,80.51,350,0,0,0,0,0,0,0,0,0,0,0
30039,Dog,Cavalier King Charles Spaniel,64.66,500,4,0,89.63,0,89.63,0,1,89.63,89.63,1,1
30040,Cat,Mixed Breed,26.62,500,1,0,4784.37,0,1196.0925,0,4,4784.37,1196.0925,4,1
30041,Cat,Domestic Shorthair,24.19,1000,2,0,0,0,0,0,0,0,0,0,0
30042,Dog,Shih Tzu,107.86,500,7,1515.62,0,378.905,0,4,0,1515.62,378.905,4,1
30043,Dog,French Bulldog,65.51,1000,0,0,0,0,0,0,0,0,0,0,0
30044,Cat,Domestic Longhair,20.93,250,0,0,1397.37,0,465.79,0,3,1397.37,465.79,3,1
30045,Dog,Mixed Breed Medium,44.68,400,0,904.34,0,150.7233333,0,6,0,904.34,150.7233333,6,1
30046,Dog,Goldendoodle,60.62,200,0,0,0,0,0,0,0,0,0,0,0
30047,Dog,Goldendoodle,96.1,200,0,0,2026.29,0,2026.29,0,1,2026.29,2026.29,1,1
30048,Dog,German Shorthaired Pointer,37.02,1000,0,339,491.51,339,122.8775,1,4,830.51,461.8775,5,2
30049,Dog,Labrador Retriever,69.45,600,0,2594.12,0,648.53,0,4,0,2594.12,648.53,4,1
30050,Cat,Domestic Shorthair,36.59,250,0,458.73,0,229.365,0,2,0,458.73,229.365,2,1
30051,Dog,Greyhound,112.56,200,3,0,501.61,0,501.61,0,1,501.61,501.61,1,1
30052,Dog,Goldendoodle,44.73,250,0,203.98,0,101.99,0,2,0,203.98,101.99,2,1
30053,Cat,Domestic Shorthair,49.58,500,3,0,692.99,0,692.99,0,1,692.99,692.99,1,1
30054,Dog,Mixed Breed Small,30.82,720,0,0,0,0,0,0,0,0,0,0,0
30055,Cat,Domestic Shorthair,29.39,700,5,0,0,0,0,0,0,0,0,0,0
30056,Dog,Mixed Breed Small,41.05,1000,0,0,0,0,0,0,0,0,0,0,0
30057,Dog,Golden Retriever,75.79,1000,9,2010.43,0,251.30375,0,8,0,2010.43,251.30375,8,1
30058,Cat,Domestic Shorthair,36.82,200,0,3249.86,1098.93,324.986,84.53307692,10,13,4348.79,409.5190769,23,2
30059,Dog,Labrador Retriever,58.5,1000,0,959,0,191.8,0,5,0,959,191.8,5,1
30060,Dog,Mixed Breed Small,46.03,500,6,0,251.35,0,125.675,0,2,251.35,125.675,2,1
30061,Dog,Dachshund Standard Long Haired,134.44,700,13,0,0,0,0,0,0,0,0,0,0
30062,Cat,Bengal,45.13,500,0,1735.98,0,433.995,0,4,0,1735.98,433.995,4,1
30063,Dog,Soft Coated Wheaten Terrier,41.89,400,0,0,570.97,0,142.7425,0,4,570.97,142.7425,4,1
30064,Cat,Domestic Shorthair,68.89,200,1,0,0,0,0,0,0,0,0,0,0
30065,Dog,Mixed Breed Medium,44.79,700,3,0,0,0,0,0,0,0,0,0,0
30066,Dog,Golden Retriever,176.81,250,0,283.08,1476.84,283.08,1476.84,1,1,1759.92,1759.92,2,2
30067,Dog,American Pitbull Terrier,65.12,1000,3,0,0,0,0,0,0,0,0,0,0
30068,Dog,Mixed Breed Medium,39.68,700,0,0,0,0,0,0,0,0,0,0,0
30069,Cat,Himalayan,67.08,700,12,0,4371.85,0,437.185,0,10,4371.85,437.185,10,1
30070,Cat,Domestic Mediumhair,22.49,1000,0,177.55,0,177.55,0,1,0,177.55,177.55,1,1
30071,Cat,Mixed Breed,23.25,1000,0,0,1651.95,0,412.9875,0,4,1651.95,412.9875,4,1
30072,Dog,Golden Retriever,100.94,250,0,271.07,0,135.535,0,2,0,271.07,135.535,2,1
30073,Dog,American Pitbull Terrier,100.78,700,4,1266.45,2660.29,253.29,532.058,5,5,3926.74,785.348,10,2
30074,Dog,Border Terrier,93.63,500,0,0,0,0,0,0,0,0,0,0,0
30075,Dog,German Shepherd,215.57,250,2,3298.5,404.08,173.6052632,44.89777778,19,9,3702.58,218.5030409,28,2
30076,Dog,Goldendoodle,35.15,350,1,0,0,0,0,0,0,0,0,0,0
30077,Dog,Mixed Breed Large,28.64,1000,0,0,0,0,0,0,0,0,0,0,0
30078,Dog,Doberman Pinscher,159.93,565,0,0,0,0,0,0,0,0,0,0,0
30079,Cat,Scottish Fold,28.62,200,0,0,0,0,0,0,0,0,0,0,0
30080,Dog,Labrador Retriever,87.43,300,0,0,1670.47,0,417.6175,0,4,1670.47,417.6175,4,1
30081,Dog,Goldendoodle,60.56,300,4,358.24,112.48,179.12,112.48,2,1,470.72,291.6,3,2
30082,Dog,Redbone Coonhound,75.51,700,5,0,0,0,0,0,0,0,0,0,0
30083,Dog,Mixed Breed Small,50.75,200,0,644.86,0,322.43,0,2,0,644.86,322.43,2,1
30084,Dog,French Bulldog,110.57,500,0,740.98,0,148.196,0,5,0,740.98,148.196,5,1
30085,Dog,Golden Retriever,40.18,700,0,0,2203.8,0,220.38,0,10,2203.8,220.38,10,1
30086,Dog,Shih Tzu,32.45,200,0,0,0,0,0,0,0,0,0,0,0
30087,Cat,Domestic Shorthair,65.75,200,2,796.5,244.2,398.25,61.05,2,4,1040.7,459.3,6,2
30088,Cat,Mixed Breed,39.54,700,7,0,0,0,0,0,0,0,0,0,0
30089,Dog,Pug,44.52,500,0,4064.95,54.45,451.6611111,54.45,9,1,4119.4,506.1111111,10,2
30090,Dog,Border Terrier,30.48,1000,2,0,0,0,0,0,0,0,0,0,0
30091,Cat,Ragdoll,31.99,500,5,0,0,0,0,0,0,0,0,0,0
30092,Dog,Mixed Breed Medium,52.74,400,4,1515.71,4076.34,757.855,370.5763636,2,11,5592.05,1128.431364,13,2
30093,Dog,Mixed Breed Small,73.49,500,3,106.95,629.01,106.95,209.67,1,3,735.96,316.62,4,2
30094,Dog,Mixed Breed Unknown,49.37,1000,0,0,0,0,0,0,0,0,0,0,0
30095,Dog,Mixed Breed Small,42.29,1000,0,1152.29,112.7,576.145,112.7,2,1,1264.99,688.845,3,2
30096,Dog,Mixed Breed Medium,71.28,700,1,0,0,0,0,0,0,0,0,0,0
30097,Dog,Saint Bernard,137.33,500,0,217.96,1600.14,217.96,160.014,1,10,1818.1,377.974,11,2
30098,Dog,Pomeranian,42.36,1000,2,199,1008.06,199,252.015,1,4,1207.06,451.015,5,2
30099,Dog,Soft Coated Wheaten Terrier,85.55,500,0,834.18,0,139.03,0,6,0,834.18,139.03,6,1
30100,Dog,Mixed Breed Medium,48.44,250,0,394,0,394,0,1,0,394,394,1,1
